,stock name,ltsmArima
0,n225,87.74070907526743
1,nasdaq,20.6049948834842
2,hsi,154.24699995968487
3,gspc,19.028205511613404
4,djimonthly,51.23785189925244
5,djiweekly,55.43293850302749
6,medicare,0.6020863781302671
7,housing,0.4283333289665926
8,tradeusdollor,0.20967752733486444
9,foodandbev,0.3589348866254047
10,ms,9.653108869640075
11,transportation,0.5572299003524209
