,stock name,rsmeArima
0,n225,750.4045235324797
1,nasdaq,166.54252632744533
2,hsi,1180.8239353350857
3,gspc,60.830980393938994
4,djimonthly,554.2806134065545
5,djiweekly,301.06647846814604
6,medicare,1.165693266322331
7,housing,0.54732896094263
8,tradeusdollor,0.6813739072377963
9,foodandbev,0.3729610969227791
10,ms,20.646566441869734
11,transportation,1.0288926563422607
