"date","adjusted"
2003-11-30,1960.26001
2003-12-31,2003.369995
2004-01-31,2066.149902
2004-02-29,2029.819946
2004-03-31,1994.219971
2004-04-30,1920.150024
2004-05-31,1986.73999
2004-06-30,2047.790039
2004-07-31,1887.359985
2004-08-31,1838.099976
2004-09-30,1896.839966
2004-10-31,1974.98999
2004-11-30,2096.810059
2004-12-31,2175.439941
2005-01-31,2062.409912
2005-02-28,2051.719971
2005-03-31,1999.22998
2005-04-30,1921.650024
2005-05-31,2068.219971
2005-06-30,2056.959961
2005-07-31,2184.830078
2005-08-31,2152.090088
2005-09-30,2151.689941
2005-10-31,2120.300049
2005-11-30,2232.820068
2005-12-31,2205.320068
2006-01-31,2305.820068
2006-02-28,2281.389893
2006-03-31,2339.790039
2006-04-30,2322.570068
2006-05-31,2178.879883
2006-06-30,2172.090088
2006-07-31,2091.469971
2006-08-31,2183.75
2006-09-30,2258.429932
2006-10-31,2366.709961
2006-11-30,2431.77002
2006-12-31,2415.290039
2007-01-31,2463.929932
2007-02-28,2416.149902
2007-03-31,2421.639893
2007-04-30,2525.090088
2007-05-31,2604.52002
2007-06-30,2603.22998
2007-07-31,2546.27002
2007-08-31,2596.360107
2007-09-30,2701.5
2007-10-31,2859.120117
2007-11-30,2660.959961
2007-12-31,2652.280029
2008-01-31,2389.860107
2008-02-29,2271.47998
2008-03-31,2279.100098
2008-04-30,2412.800049
2008-05-31,2522.659912
2008-06-30,2292.97998
2008-07-31,2325.550049
2008-08-31,2367.52002
2008-09-30,2091.879883
2008-10-31,1720.949951
2008-11-30,1535.569946
2008-12-31,1577.030029
2009-01-31,1476.420044
2009-02-28,1377.839966
2009-03-31,1528.589966
2009-04-30,1717.300049
2009-05-31,1774.329956
2009-06-30,1835.040039
2009-07-31,1978.5
2009-08-31,2009.060059
2009-09-30,2122.419922
2009-10-31,2045.109985
2009-11-30,2144.600098
2009-12-31,2269.149902
2010-01-31,2147.350098
2010-02-28,2238.26001
2010-03-31,2397.959961
2010-04-30,2461.189941
2010-05-31,2257.040039
2010-06-30,2109.23999
2010-07-31,2254.699951
2010-08-31,2114.030029
2010-09-30,2368.620117
2010-10-31,2507.409912
2010-11-30,2498.22998
2010-12-31,2652.870117
2011-01-31,2700.080078
2011-02-28,2782.27002
2011-03-31,2781.070068
2011-04-30,2873.540039
2011-05-31,2835.300049
2011-06-30,2773.52002
2011-07-31,2756.379883
2011-08-31,2579.459961
2011-09-30,2415.399902
2011-10-31,2684.409912
2011-11-30,2620.340088
2011-12-31,2605.149902
2012-01-31,2813.840088
2012-02-29,2966.889893
2012-03-31,3091.570068
2012-04-30,3046.360107
2012-05-31,2827.340088
2012-06-30,2935.050049
2012-07-31,2939.52002
2012-08-31,3066.959961
2012-09-30,3116.22998
2012-10-31,2977.22998
2012-11-30,3010.23999
2012-12-31,3019.51001
2013-01-31,3142.129883
2013-02-28,3160.189941
2013-03-31,3267.52002
2013-04-30,3328.790039
2013-05-31,3455.909912
2013-06-30,3403.25
2013-07-31,3626.370117
2013-08-31,3589.870117
2013-09-30,3771.47998
2013-10-31,3919.709961
2013-11-30,4059.889893
2013-12-31,4176.589844
2014-01-31,4103.879883
2014-02-28,4308.120117
2014-03-31,4198.990234
2014-04-30,4114.560059
2014-05-31,4242.620117
2014-06-30,4408.180176
2014-07-31,4369.77002
2014-08-31,4580.27002
2014-09-30,4493.390137
2014-10-31,4630.740234
2014-11-30,4791.629883
2014-12-31,4736.049805
2015-01-31,4635.240234
2015-02-28,4963.529785
2015-03-31,4900.879883
2015-04-30,4941.419922
2015-05-31,5070.029785
2015-06-30,4986.870117
2015-07-31,5128.279785
2015-08-31,4776.509766
2015-09-30,4620.160156
2015-10-31,5053.75
2015-11-30,5108.669922
2015-12-31,5007.410156
2016-01-31,4613.950195
2016-02-29,4557.950195
2016-03-31,4869.850098
2016-04-30,4775.359863
2016-05-31,4948.049805
2016-06-30,4842.669922
2016-07-31,5162.129883
2016-08-31,5213.220215
2016-09-30,5312
2016-10-31,5189.140137
2016-11-30,5323.680176
2016-12-31,5383.120117
2017-01-31,5614.790039
2017-02-28,5825.439941
2017-03-31,5911.740234
2017-04-30,6047.609863
2017-05-31,6198.52002
2017-06-30,6140.419922
2017-07-31,6348.120117
2017-08-31,6428.660156
2017-09-30,6495.959961
2017-10-31,6727.669922
2017-11-30,6873.970215
2017-12-31,6903.390137
2018-01-31,7411.47998
2018-02-28,7273.009766
2018-03-31,7063.450195
2018-04-30,7066.27002
2018-05-31,7442.120117
2018-06-30,7510.299805
2018-07-31,7671.790039
2018-08-31,8088.359863
