"date","adjusted"
2004-02-29,1144.939941
2004-03-31,1126.209961
2004-04-30,1107.300049
2004-05-31,1120.680054
2004-06-30,1140.839966
2004-07-31,1101.719971
2004-08-31,1104.23999
2004-09-30,1114.579956
2004-10-31,1130.199951
2004-11-30,1173.819946
2004-12-31,1211.920044
2005-01-31,1181.27002
2005-02-28,1203.599976
2005-03-31,1180.589966
2005-04-30,1156.849976
2005-05-31,1191.5
2005-06-30,1191.329956
2005-07-31,1234.180054
2005-08-31,1220.329956
2005-09-30,1228.810059
2005-10-31,1207.01001
2005-11-30,1249.47998
2005-12-31,1248.290039
2006-01-31,1280.079956
2006-02-28,1280.660034
2006-03-31,1294.869995
2006-04-30,1310.609985
2006-05-31,1270.089966
2006-06-30,1270.199951
2006-07-31,1276.660034
2006-08-31,1303.819946
2006-09-30,1335.849976
2006-10-31,1377.939941
2006-11-30,1400.630005
2006-12-31,1418.300049
2007-01-31,1438.23999
2007-02-28,1406.819946
2007-03-31,1420.859985
2007-04-30,1482.369995
2007-05-31,1530.619995
2007-06-30,1503.349976
2007-07-31,1455.27002
2007-08-31,1473.98999
2007-09-30,1526.75
2007-10-31,1549.380005
2007-11-30,1481.140015
2007-12-31,1468.359985
2008-01-31,1378.550049
2008-02-29,1330.630005
2008-03-31,1322.699951
2008-04-30,1385.589966
2008-05-31,1400.380005
2008-06-30,1280
2008-07-31,1267.380005
2008-08-31,1282.829956
2008-09-30,1166.359985
2008-10-31,968.75
2008-11-30,896.23999
2008-12-31,903.25
2009-01-31,825.880005
2009-02-28,735.090027
2009-03-31,797.869995
2009-04-30,872.809998
2009-05-31,919.140015
2009-06-30,919.320007
2009-07-31,987.47998
2009-08-31,1020.619995
2009-09-30,1057.079956
2009-10-31,1036.189941
2009-11-30,1095.630005
2009-12-31,1115.099976
2010-01-31,1073.869995
2010-02-28,1104.48999
2010-03-31,1169.430054
2010-04-30,1186.689941
2010-05-31,1089.410034
2010-06-30,1030.709961
2010-07-31,1101.599976
2010-08-31,1049.329956
2010-09-30,1141.199951
2010-10-31,1183.26001
2010-11-30,1180.550049
2010-12-31,1257.640015
2011-01-31,1286.119995
2011-02-28,1327.219971
2011-03-31,1325.829956
2011-04-30,1363.609985
2011-05-31,1345.199951
2011-06-30,1320.640015
2011-07-31,1292.280029
2011-08-31,1218.890015
2011-09-30,1131.420044
2011-10-31,1253.300049
2011-11-30,1246.959961
2011-12-31,1257.599976
2012-01-31,1312.410034
2012-02-29,1365.680054
2012-03-31,1408.469971
2012-04-30,1397.910034
2012-05-31,1310.329956
2012-06-30,1362.160034
2012-07-31,1379.319946
2012-08-31,1406.579956
2012-09-30,1440.670044
2012-10-31,1412.160034
2012-11-30,1416.180054
2012-12-31,1426.189941
2013-01-31,1498.109985
2013-02-28,1514.680054
2013-03-31,1569.189941
2013-04-30,1597.569946
2013-05-31,1630.73999
2013-06-30,1606.280029
2013-07-31,1685.72998
2013-08-31,1632.969971
2013-09-30,1681.550049
2013-10-31,1756.540039
2013-11-30,1805.810059
2013-12-31,1848.359985
2014-01-31,1782.589966
2014-02-28,1859.449951
2014-03-31,1872.339966
2014-04-30,1883.949951
2014-05-31,1923.569946
2014-06-30,1960.22998
2014-07-31,1930.670044
2014-08-31,2003.369995
2014-09-30,1972.290039
2014-10-31,2018.050049
2014-11-30,2067.560059
2014-12-31,2058.899902
2015-01-31,1994.98999
2015-02-28,2104.5
2015-03-31,2067.889893
2015-04-30,2085.51001
2015-05-31,2107.389893
2015-06-30,2063.110107
2015-07-31,2103.840088
2015-08-31,1972.180054
2015-09-30,1920.030029
2015-10-31,2079.360107
2015-11-30,2080.409912
2015-12-31,2043.939941
2016-01-31,1940.23999
2016-02-29,1932.22998
2016-03-31,2059.73999
2016-04-30,2065.300049
2016-05-31,2096.949951
2016-06-30,2098.860107
2016-07-31,2173.600098
2016-08-31,2170.949951
2016-09-30,2168.27002
2016-10-31,2126.149902
2016-11-30,2198.810059
2016-12-31,2238.830078
2017-01-31,2278.870117
2017-02-28,2363.639893
2017-03-31,2362.719971
2017-04-30,2384.199951
2017-05-31,2411.800049
2017-06-30,2423.409912
2017-07-31,2470.300049
2017-08-31,2471.649902
2017-09-30,2519.360107
2017-10-31,2575.26001
2017-11-30,2647.580078
2017-12-31,2673.610107
2018-01-31,2823.810059
2018-02-28,2713.830078
2018-03-31,2640.870117
2018-04-30,2648.050049
2018-05-31,2705.27002
2018-06-30,2718.370117
2018-07-31,2816.290039
2018-08-31,2901.129883
